ST,PUMA,GEOID,SEX,RACE,EDUCATION,AGEG,alzheimer_prob,PWGTP
23,200,2300200,Female,Other,14,70-74,4.981624362,35
23,200,2300200,Female,Other,12,65-69,3.564379297,15
23,500,2300500,Male,Other,16,75-79,6.010117428,6
23,500,2300500,Female,Other,12,75-79,10.23037239,5
23,300,2300300,Female,Other,19,85+,19.76755996,10
23,500,2300500,Female,Other,19,80-84,9.163061105,10
23,100,2300100,Male,Other,12,65-69,3.164907227,3
23,200,2300200,Male,Other,16,70-74,3.561434185,18
23,100,2300100,Female,Other,14,70-74,4.981624362,2
23,100,2300100,Male,Other,14,70-74,4.43061433,4
23,100,2300100,Male,Other,18,70-74,2.857667742,4
23,100,2300100,Female,Other,0,65-69,12.63841924,7
23,400,2300400,Female,Hispanic,24,75-79,4.795007351,20
23,400,2300400,Male,Hispanic,24,75-79,4.263712516,19
23,300,2300300,Female,Other,14,70-74,4.981624362,16
23,200,2300200,Male,Other,16,70-74,3.561434185,2
23,200,2300200,Female,Other,14,70-74,4.981624362,2
23,200,2300200,Female,Other,12,65-69,3.564379297,3
23,100,2300100,Female,Other,16,75-79,6.743700149,4
23,100,2300100,Female,Other,16,85+,25.73585981,4
23,100,2300100,Female,Other,18,65-69,1.833980414,4
23,500,2300500,Male,Other,16,70-74,3.561434185,5
23,500,2300500,Female,Other,18,65-69,1.833980414,5
23,800,2300800,Female,Other,14,65-69,2.860048137,41
23,800,2300800,Male,Other,14,65-69,2.537435845,44
23,300,2300300,Female,Other,14,70-74,4.981624362,13
23,300,2300300,Male,Other,14,70-74,4.43061433,16
23,200,2300200,Female,Other,14,75-79,8.322500058,10
23,800,2300800,Male,Other,18,70-74,2.857667742,15
23,800,2300800,Female,Other,18,75-79,5.446609089,16
23,200,2300200,Male,Other,12,85+,32.56588642,9
23,200,2300200,Male,Other,12,65-69,3.164907227,24
23,800,2300800,Female,Other,18,65-69,1.833980414,8
23,800,2300800,Male,Other,18,75-79,4.846791248,9
23,100,2300100,Male,Other,14,65-69,2.537435845,4
23,500,2300500,Female,Other,18,65-69,1.833980414,7
23,500,2300500,Male,Other,12,70-74,5.499823433,9
23,500,2300500,Female,Other,14,65-69,2.860048137,9
23,500,2300500,Male,Other,14,75-79,7.430859588,3
23,200,2300200,Female,Other,12,80-84,18.27410738,10
23,100,2300100,Male,Other,14,65-69,2.537435845,5
23,700,2300700,Male,Other,12,65-69,3.164907227,11
23,700,2300700,Female,Other,12,65-69,3.564379297,10
23,200,2300200,Male,Other,18,75-79,4.846791248,6
23,800,2300800,Female,Other,12,80-84,18.27410738,17
23,800,2300800,Male,Other,12,80-84,16.50827556,16
23,900,2300900,Female,Other,10,85+,40.67403494,25
23,800,2300800,Male,Other,16,65-69,2.031756168,14
23,100,2300100,Male,Other,12,65-69,3.164907227,8
23,100,2300100,Female,Other,18,85+,21.63319607,4
23,100,2300100,Male,Other,18,80-84,9.086064505,4
23,900,2300900,Female,Other,18,65-69,1.833980414,14
23,900,2300900,Male,Other,24,80-84,4.808721198,16
23,300,2300300,Female,Other,12,70-74,6.175212911,3
23,300,2300300,Male,Other,10,75-79,11.23002835,3
23,100,2300100,Female,Other,14,70-74,4.981624362,5
23,200,2300200,Female,Other,14,70-74,4.981624362,3
23,600,2300600,Male,Other,16,70-74,3.561434185,15
23,600,2300600,Female,Other,16,65-69,2.291587488,12
23,300,2300300,Female,Other,19,65-69,1.640084305,26
23,500,2300500,Female,Other,12,65-69,3.564379297,16
23,200,2300200,Female,Other,12,75-79,10.23037239,8
23,300,2300300,Male,Other,12,75-79,9.154741059,15
23,300,2300300,Female,Other,14,70-74,4.981624362,16
23,500,2300500,Male,Other,18,70-74,2.857667742,14
23,500,2300500,Female,Other,12,65-69,3.564379297,14
23,1000,2301000,Female,Other,12,70-74,6.175212911,17
23,1000,2301000,Male,Other,14,75-79,7.430859588,13
23,200,2300200,Male,Other,14,80-84,13.60709407,8
23,600,2300600,Male,Other,12,65-69,3.164907227,39
23,200,2300200,Female,Other,16,75-79,6.743700149,17
23,200,2300200,Male,Other,8,85+,43.21637368,8
23,200,2300200,Female,Other,6,65-69,6.814115417,9
23,200,2300200,Female,Other,10,70-74,7.63181334,17
23,700,2300700,Male,Other,14,70-74,4.43061433,3
23,700,2300700,Female,Other,12,70-74,6.175212911,4
23,900,2300900,Male,Other,14,70-74,4.43061433,16
23,900,2300900,Female,Other,14,70-74,4.981624362,15
23,800,2300800,Male,Other,19,75-79,4.348477979,16
23,800,2300800,Female,Other,12,70-74,6.175212911,16
23,800,2300800,Female,Other,18,65-69,1.833980414,22
23,900,2300900,Male,Other,16,65-69,2.031756168,28
23,300,2300300,Male,Other,12,65-69,3.164907227,23
23,100,2300100,Female,Other,14,65-69,2.860048137,4
23,100,2300100,Male,Other,12,70-74,5.499823433,3
23,300,2300300,Male,Other,12,65-69,3.164907227,15
23,300,2300300,Female,Other,14,65-69,2.860048137,13
23,900,2300900,Male,Other,12,65-69,3.164907227,16
23,100,2300100,Male,Other,12,65-69,3.164907227,7
23,600,2300600,Female,Other,12,80-84,18.27410738,42
23,800,2300800,Male,Other,16,75-79,6.010117428,18
23,800,2300800,Female,Other,16,75-79,6.743700149,18
23,400,2300400,Female,Other,12,85+,35.32267164,18
23,800,2300800,Female,Other,18,65-69,1.833980414,34
23,800,2300800,Male,Other,18,70-74,2.857667742,36
23,900,2300900,Female,Other,12,75-79,10.23037239,26
23,900,2300900,Male,Other,16,80-84,11.14769391,34
23,500,2300500,Male,Other,18,80-84,9.086064505,4
23,100,2300100,Male,Other,14,65-69,2.537435845,4
23,800,2300800,Male,Other,12,70-74,5.499823433,14
23,200,2300200,Male,Other,12,75-79,9.154741059,5
23,100,2300100,Female,Other,12,85+,35.32267164,13
23,100,2300100,Male,Other,12,85+,32.56588642,13
23,100,2300100,Male,Other,12,65-69,3.164907227,4
23,400,2300400,Female,Black,12,65-69,8.448709075,22
23,400,2300400,Male,Other,18,65-69,1.625171798,23
23,500,2300500,Male,Other,18,75-79,4.846791248,5
23,500,2300500,Female,Other,14,75-79,8.322500058,5
23,500,2300500,Male,Other,10,70-74,6.808674751,20
23,100,2300100,Male,Other,14,80-84,13.60709407,7
23,100,2300100,Female,Other,12,80-84,18.27410738,7
23,900,2300900,Male,Other,12,65-69,3.164907227,38
23,600,2300600,Female,Other,12,65-69,3.564379297,11
23,700,2300700,Male,Other,12,70-74,5.499823433,10
23,700,2300700,Female,Other,14,75-79,8.322500058,10
23,100,2300100,Female,Other,12,80-84,18.27410738,4
23,700,2300700,Male,Other,16,70-74,3.561434185,28
23,700,2300700,Female,Other,12,65-69,3.564379297,24
23,200,2300200,Female,Other,14,85+,30.31559491,27
23,900,2300900,Male,Other,18,85+,19.6207019,23
23,900,2300900,Female,Other,12,85+,35.32267164,20
23,800,2300800,Female,Other,16,85+,25.73585981,18
23,500,2300500,Male,Other,12,65-69,3.164907227,3
23,500,2300500,Female,Other,14,65-69,2.860048137,2
23,200,2300200,Male,Other,14,65-69,2.537435845,5
23,400,2300400,Female,Other,12,75-79,10.23037239,23
23,400,2300400,Female,Other,12,70-74,6.175212911,24
23,100,2300100,Male,Other,14,70-74,4.43061433,7
23,100,2300100,Female,Other,16,65-69,2.291587488,8
23,500,2300500,Female,Other,19,75-79,4.889795825,3
23,100,2300100,Female,Other,16,65-69,2.291587488,4
23,100,2300100,Male,Other,12,65-69,3.164907227,5
23,200,2300200,Female,Other,16,80-84,12.42545854,73
23,500,2300500,Male,Other,18,65-69,1.625171798,7
23,500,2300500,Female,Other,14,70-74,4.981624362,7
23,400,2300400,Female,Other,12,70-74,6.175212911,9
23,400,2300400,Male,Other,14,70-74,4.43061433,9
23,800,2300800,Female,Other,16,70-74,4.008883577,18
23,800,2300800,Male,Other,19,70-74,2.55836372,19
23,300,2300300,Female,Other,16,65-69,2.291587488,15
23,200,2300200,Male,Other,16,75-79,6.010117428,3
23,800,2300800,Female,Other,14,70-74,4.981624362,6
23,800,2300800,Male,Other,16,70-74,3.561434185,33
23,400,2300400,Female,Other,12,75-79,10.23037239,11
23,200,2300200,Male,Other,18,65-69,1.625171798,2
23,200,2300200,Female,Other,16,65-69,2.291587488,2
23,100,2300100,Female,Other,14,65-69,2.860048137,4
23,400,2300400,Female,Other,12,70-74,6.175212911,10
23,400,2300400,Male,Other,12,65-69,3.164907227,11
23,400,2300400,Female,Other,14,65-69,2.860048137,10
23,800,2300800,Female,Other,14,75-79,8.322500058,19
23,200,2300200,Male,Other,14,75-79,7.430859588,33
23,700,2300700,Male,Other,14,65-69,2.537435845,8
23,500,2300500,Female,Other,12,70-74,6.175212911,4
23,500,2300500,Male,Other,12,70-74,5.499823433,3
23,500,2300500,Male,Other,18,65-69,1.625171798,18
23,100,2300100,Male,Other,12,70-74,5.499823433,6
23,500,2300500,Female,Other,19,80-84,9.163061105,17
23,500,2300500,Male,Other,18,70-74,2.857667742,10
23,500,2300500,Female,Other,18,70-74,3.219649661,9
23,1000,2301000,Female,Other,14,65-69,2.860048137,39
23,1000,2301000,Male,Other,14,65-69,2.537435845,39
23,600,2300600,Male,Other,14,70-74,4.43061433,15
23,600,2300600,Female,Other,12,70-74,6.175212911,11
23,100,2300100,Male,Other,14,65-69,2.537435845,20
23,100,2300100,Female,Other,14,70-74,4.981624362,6
23,100,2300100,Male,Other,14,75-79,7.430859588,3
23,500,2300500,Male,Other,12,70-74,5.499823433,15
23,500,2300500,Female,Other,14,70-74,4.981624362,12
23,500,2300500,Male,Other,12,65-69,3.164907227,15
23,700,2300700,Female,Other,12,75-79,10.23037239,48
23,100,2300100,Female,Other,12,80-84,18.27410738,19
23,500,2300500,Male,Other,12,65-69,3.164907227,83
23,300,2300300,Female,Other,14,70-74,4.981624362,5
23,300,2300300,Male,Other,14,70-74,4.43061433,6
23,500,2300500,Male,Other,14,65-69,2.537435845,13
23,500,2300500,Female,Other,16,70-74,4.008883577,14
23,800,2300800,Female,Other,16,65-69,2.291587488,17
23,500,2300500,Female,Other,19,65-69,1.640084305,7
23,500,2300500,Male,Other,14,75-79,7.430859588,9
23,200,2300200,Female,Other,16,70-74,4.008883577,11
23,200,2300200,Male,Other,16,70-74,3.561434185,9
23,800,2300800,Female,Other,18,65-69,1.833980414,27
23,800,2300800,Male,Other,14,65-69,2.537435845,29
23,800,2300800,Male,Other,12,65-69,3.164907227,19
23,600,2300600,Male,Other,14,65-69,2.537435845,62
23,200,2300200,Female,Other,12,65-69,3.564379297,12
23,1000,2301000,Female,Other,16,85+,25.73585981,18
23,200,2300200,Female,Other,14,70-74,4.981624362,20
23,200,2300200,Male,Other,16,70-74,3.561434185,18
23,200,2300200,Male,Other,12,70-74,5.499823433,12
23,600,2300600,Female,Other,18,80-84,10.15452867,16
23,800,2300800,Male,Other,14,70-74,4.43061433,11
23,800,2300800,Female,Other,14,70-74,4.981624362,10
23,200,2300200,Male,Other,14,75-79,7.430859588,4
23,200,2300200,Female,Other,16,75-79,6.743700149,4
23,300,2300300,Male,Other,24,75-79,2.510024256,21
23,300,2300300,Female,Other,24,80-84,5.404095231,20
23,900,2300900,Male,Other,14,70-74,4.43061433,18
23,900,2300900,Female,Other,14,70-74,4.981624362,16
23,500,2300500,Male,Other,14,70-74,4.43061433,10
23,100,2300100,Male,Other,12,70-74,5.499823433,5
23,200,2300200,Female,Other,16,65-69,2.291587488,10
23,100,2300100,Male,Other,24,75-79,2.510024256,4
23,100,2300100,Male,Other,19,75-79,4.348477979,5
23,100,2300100,Female,Other,7,80-84,28.30638518,6
23,700,2300700,Male,Other,12,80-84,16.50827556,24
23,700,2300700,Female,Other,12,75-79,10.23037239,23
23,800,2300800,Female,Other,12,65-69,3.564379297,55
23,100,2300100,Female,Other,12,65-69,3.564379297,5
23,600,2300600,Male,Other,16,80-84,11.14769391,14
23,600,2300600,Female,Other,14,75-79,8.322500058,22
23,800,2300800,Female,Other,14,65-69,2.860048137,20
23,400,2300400,Male,Other,14,65-69,2.537435845,17
23,500,2300500,Female,Other,12,75-79,10.23037239,14
23,200,2300200,Female,Other,14,65-69,2.860048137,4
23,200,2300200,Female,Other,24,65-69,0.935489012,4
23,200,2300200,Female,Other,16,65-69,2.291587488,2
23,1000,2301000,Male,Other,16,80-84,11.14769391,14
23,1000,2301000,Male,Other,16,75-79,6.010117428,15
23,700,2300700,Male,Other,12,75-79,9.154741059,14
23,700,2300700,Female,Other,14,70-74,4.981624362,14
23,300,2300300,Male,Other,14,70-74,4.43061433,35
23,300,2300300,Female,Other,12,70-74,6.175212911,27
23,500,2300500,Male,Other,14,65-69,2.537435845,32
23,200,2300200,Male,Other,12,80-84,16.50827556,19
23,200,2300200,Female,Other,12,75-79,10.23037239,16
23,300,2300300,Female,Other,14,85+,30.31559491,18
23,500,2300500,Female,Other,16,80-84,12.42545854,10
23,900,2300900,Female,Other,16,75-79,6.743700149,4
23,1000,2301000,Female,Other,16,65-69,2.291587488,17
23,800,2300800,Male,Other,12,70-74,5.499823433,19
23,800,2300800,Female,Other,14,70-74,4.981624362,17
23,300,2300300,Female,Other,18,65-69,1.833980414,12
23,300,2300300,Male,Other,16,65-69,2.031756168,16
23,800,2300800,Male,Other,24,75-79,2.510024256,46
23,800,2300800,Female,Other,16,75-79,6.743700149,49
23,700,2300700,Female,Other,12,85+,35.32267164,64
23,900,2300900,Male,Other,14,65-69,2.537435845,15
23,600,2300600,Female,Other,12,75-79,10.23037239,16
23,1000,2301000,Female,Other,16,80-84,12.42545854,97
23,500,2300500,Female,Other,14,75-79,8.322500058,6
23,500,2300500,Male,Other,18,75-79,4.846791248,4
23,300,2300300,Male,Other,14,85+,27.78173331,27
23,300,2300300,Female,Other,14,65-69,2.860048137,26
23,500,2300500,Male,Other,14,70-74,4.43061433,48
23,300,2300300,Female,Other,14,75-79,8.322500058,9
23,100,2300100,Female,Other,12,80-84,18.27410738,13
23,700,2300700,Male,Other,14,70-74,4.43061433,4
23,500,2300500,Female,Other,14,75-79,8.322500058,18
23,500,2300500,Male,Other,16,75-79,6.010117428,5
23,1000,2301000,Female,Other,16,80-84,12.42545854,21
23,100,2300100,Female,Other,14,65-69,2.860048137,5
23,100,2300100,Male,Other,12,65-69,3.164907227,6
23,300,2300300,Female,Other,16,70-74,4.008883577,26
23,500,2300500,Male,Other,12,85+,32.56588642,6
23,500,2300500,Female,Other,12,80-84,18.27410738,9
23,500,2300500,Male,Other,14,70-74,4.43061433,8
23,400,2300400,Male,Other,16,65-69,2.031756168,15
23,600,2300600,Male,Other,12,85+,32.56588642,13
23,900,2300900,Female,Other,12,75-79,10.23037239,49
23,100,2300100,Female,Other,16,70-74,4.008883577,7
23,1000,2301000,Male,Other,16,65-69,2.031756168,55
23,100,2300100,Male,Other,14,65-69,2.537435845,8
23,300,2300300,Male,Other,14,80-84,13.60709407,12
23,300,2300300,Female,Other,16,80-84,12.42545854,11
23,100,2300100,Female,Other,12,70-74,6.175212911,7
23,500,2300500,Male,Other,16,70-74,3.561434185,6
23,500,2300500,Female,Other,16,75-79,6.743700149,5
23,200,2300200,Male,Other,12,80-84,16.50827556,9
23,200,2300200,Female,Other,12,80-84,18.27410738,6
23,400,2300400,Male,Other,14,80-84,13.60709407,48
23,400,2300400,Female,Other,12,75-79,10.23037239,53
23,900,2300900,Female,Other,12,80-84,18.27410738,42
23,500,2300500,Male,Other,16,80-84,11.14769391,5
23,500,2300500,Female,Other,14,80-84,15.11879158,9
23,500,2300500,Female,Other,14,70-74,4.981624362,7
23,200,2300200,Female,Other,14,80-84,15.11879158,5
23,200,2300200,Male,Other,12,80-84,16.50827556,6
23,800,2300800,Male,Other,14,65-69,2.537435845,24
23,1000,2301000,Male,Other,16,85+,23.45593817,13
23,1000,2301000,Female,Other,12,85+,35.32267164,14
23,300,2300300,Male,Other,14,75-79,7.430859588,8
23,300,2300300,Female,Other,14,70-74,4.981624362,8
23,700,2300700,Female,Other,14,70-74,4.981624362,12
23,700,2300700,Male,Other,14,70-74,4.43061433,15
23,700,2300700,Female,Other,16,65-69,2.291587488,8
23,700,2300700,Male,Other,12,80-84,16.50827556,7
23,200,2300200,Female,Other,14,75-79,8.322500058,19
23,200,2300200,Male,Other,12,75-79,9.154741059,21
23,400,2300400,Female,Other,12,65-69,3.564379297,17
23,500,2300500,Female,Other,14,70-74,4.981624362,7
23,200,2300200,Male,Other,7,65-69,5.456181206,19
23,800,2300800,Female,Other,16,70-74,4.008883577,14
23,800,2300800,Male,Other,12,65-69,3.164907227,16
23,500,2300500,Male,Other,18,65-69,1.625171798,15
23,500,2300500,Female,Hispanic,18,65-69,3.130501659,37
23,1000,2301000,Female,Other,14,75-79,8.322500058,3
23,1000,2301000,Male,Other,12,80-84,16.50827556,2
23,1000,2301000,Male,Hispanic,14,70-74,7.423983832,10
23,1000,2301000,Male,Other,16,65-69,2.031756168,19
23,1000,2301000,Female,Other,12,65-69,3.564379297,17
23,600,2300600,Male,Other,12,70-74,5.499823433,58
23,600,2300600,Female,Other,12,65-69,3.564379297,44
23,300,2300300,Male,Other,12,75-79,9.154741059,5
23,300,2300300,Male,Other,12,65-69,3.164907227,10
23,200,2300200,Male,Other,11,75-79,10.14540892,4
23,200,2300200,Female,Other,14,75-79,8.322500058,3
23,500,2300500,Female,Other,12,85+,35.32267164,19
23,900,2300900,Male,Other,14,65-69,2.537435845,27
23,900,2300900,Female,Other,16,75-79,6.743700149,22
23,100,2300100,Female,Other,16,85+,25.73585981,4
23,300,2300300,Female,Other,14,75-79,8.322500058,8
23,200,2300200,Female,Other,18,65-69,1.833980414,14
23,800,2300800,Female,Other,18,70-74,3.219649661,4
23,800,2300800,Male,Other,19,75-79,4.348477979,4
23,500,2300500,Female,Other,18,75-79,5.446609089,7
23,500,2300500,Female,Other,16,65-69,2.291587488,5
23,500,2300500,Female,Other,18,65-69,1.833980414,5
23,500,2300500,Male,Other,16,65-69,2.031756168,5
23,800,2300800,Female,Other,12,70-74,6.175212911,9
23,800,2300800,Male,Other,14,70-74,4.43061433,10
23,500,2300500,Female,Other,14,65-69,2.860048137,11
23,800,2300800,Female,Other,14,70-74,4.981624362,14
23,1000,2301000,Female,Other,18,80-84,10.15452867,13
23,1000,2301000,Female,Other,16,70-74,4.008883577,23
23,1000,2301000,Male,Other,19,75-79,4.348477979,17
23,100,2300100,Male,Other,12,75-79,9.154741059,21
23,500,2300500,Female,Hispanic,12,70-74,10.22119228,4
23,500,2300500,Male,Other,14,70-74,4.43061433,5
23,900,2300900,Female,Other,11,75-79,11.32293042,73
23,100,2300100,Female,Other,18,65-69,1.833980414,4
23,100,2300100,Male,Other,16,65-69,2.031756168,6
23,800,2300800,Male,Other,16,75-79,6.010117428,47
23,800,2300800,Female,Other,14,65-69,2.860048137,46
23,700,2300700,Female,Other,16,65-69,2.291587488,12
23,600,2300600,Male,Other,12,65-69,3.164907227,15
23,600,2300600,Female,Other,12,65-69,3.564379297,11
23,100,2300100,Male,Other,19,75-79,4.348477979,3
23,100,2300100,Female,Other,14,75-79,8.322500058,2
23,500,2300500,Female,Other,16,75-79,6.743700149,7
23,800,2300800,Male,Other,14,75-79,7.430859588,14
23,800,2300800,Female,Other,12,70-74,6.175212911,14
23,800,2300800,Male,Other,12,70-74,5.499823433,14
23,600,2300600,Female,Other,14,70-74,4.981624362,7
23,100,2300100,Male,Other,9,75-79,12.41458109,5
23,1000,2301000,Female,Other,14,70-74,4.981624362,23
23,500,2300500,Female,Other,14,70-74,4.981624362,4
23,500,2300500,Male,Other,19,70-74,2.55836372,4
23,200,2300200,Male,Other,14,65-69,2.537435845,8
23,300,2300300,Male,Other,12,80-84,16.50827556,4
23,300,2300300,Female,Hispanic,12,75-79,16.46696796,2
23,200,2300200,Female,Other,12,75-79,10.23037239,13
23,100,2300100,Female,Other,14,80-84,15.11879158,4
23,1000,2301000,Male,Other,16,65-69,2.031756168,45
23,200,2300200,Male,Other,12,80-84,16.50827556,2
23,200,2300200,Female,Other,12,65-69,3.564379297,3
23,900,2300900,Female,Other,16,70-74,4.008883577,15
23,900,2300900,Male,Other,16,70-74,3.561434185,17
23,100,2300100,Male,Other,12,80-84,16.50827556,4
23,100,2300100,Female,Other,12,80-84,18.27410738,4
23,100,2300100,Female,Other,16,75-79,6.743700149,6
23,200,2300200,Male,Other,12,65-69,3.164907227,13
23,200,2300200,Female,Other,14,75-79,8.322500058,6
23,500,2300500,Female,Other,18,65-69,1.833980414,2
23,100,2300100,Male,Other,16,70-74,3.561434185,5
23,100,2300100,Female,Other,18,65-69,1.833980414,4
23,500,2300500,Male,Other,12,70-74,5.499823433,24
23,500,2300500,Female,Other,12,70-74,6.175212911,23
23,800,2300800,Female,Other,12,65-69,3.564379297,17
23,800,2300800,Male,Other,7,75-79,15.10596304,18
23,200,2300200,Female,Other,12,65-69,3.564379297,9
23,200,2300200,Male,Other,16,75-79,6.010117428,11
23,100,2300100,Female,Other,16,65-69,2.291587488,12
23,400,2300400,Female,Other,11,80-84,20.03398855,46
23,300,2300300,Male,Other,9,85+,40.45016368,12
23,300,2300300,Female,Other,12,85+,35.32267164,12
23,700,2300700,Female,Other,12,75-79,10.23037239,22
23,500,2300500,Male,Other,14,85+,27.78173331,5
23,500,2300500,Female,Other,14,75-79,8.322500058,7
23,400,2300400,Female,Other,16,70-74,4.008883577,10
23,500,2300500,Male,Other,18,75-79,4.846791248,9
23,500,2300500,Female,Other,24,65-69,0.935489012,10
23,200,2300200,Female,Other,12,70-74,6.175212911,6
23,200,2300200,Male,Other,12,85+,32.56588642,5
23,300,2300300,Male,Other,12,70-74,5.499823433,11
23,300,2300300,Female,Other,12,65-69,3.564379297,7
23,300,2300300,Female,Other,24,80-84,5.404095231,9
23,300,2300300,Male,Other,11,70-74,6.121631027,10
23,500,2300500,Male,Other,12,75-79,9.154741059,8
23,500,2300500,Female,Other,12,75-79,10.23037239,16
23,100,2300100,Female,Other,19,70-74,2.883558081,10
23,100,2300100,Male,Other,19,75-79,4.348477979,1
23,200,2300200,Male,Other,12,65-69,3.164907227,19
23,200,2300200,Female,Other,12,70-74,6.175212911,19
23,800,2300800,Female,Other,12,85+,35.32267164,55
23,600,2300600,Male,Black,24,70-74,3.579633108,11
23,500,2300500,Male,Other,16,80-84,11.14769391,11
23,500,2300500,Female,Other,14,75-79,8.322500058,20
23,200,2300200,Male,Other,12,75-79,9.154741059,11
23,200,2300200,Female,Other,12,75-79,10.23037239,10
23,100,2300100,Male,Other,12,75-79,9.154741059,2
23,100,2300100,Female,Other,12,75-79,10.23037239,2
23,100,2300100,Male,Other,12,80-84,16.50827556,5
23,400,2300400,Male,Other,12,70-74,5.499823433,5
23,400,2300400,Female,Other,14,70-74,4.981624362,4
23,600,2300600,Male,Other,14,70-74,4.43061433,11
23,300,2300300,Male,Other,12,65-69,3.164907227,11
23,300,2300300,Female,Other,12,65-69,3.564379297,8
23,200,2300200,Female,Other,12,75-79,10.23037239,30
23,200,2300200,Male,Other,12,80-84,16.50827556,38
23,1000,2301000,Female,Other,14,80-84,15.11879158,34
23,500,2300500,Male,Other,24,80-84,4.808721198,10
23,500,2300500,Female,Other,24,75-79,2.82925258,10
23,100,2300100,Male,Other,12,70-74,5.499823433,10
23,100,2300100,Male,Other,8,80-84,23.75735887,11
23,100,2300100,Female,Other,8,80-84,26.05660519,12
23,700,2300700,Male,Other,12,85+,32.56588642,13
23,200,2300200,Female,Other,18,65-69,1.833980414,8
23,200,2300200,Male,Other,14,65-69,2.537435845,6
23,200,2300200,Female,Other,14,80-84,15.11879158,18
23,500,2300500,Female,Other,16,80-84,12.42545854,4
23,100,2300100,Female,Other,14,70-74,4.981624362,5
23,400,2300400,Female,Other,14,75-79,8.322500058,34
23,100,2300100,Female,Other,12,70-74,6.175212911,7
23,500,2300500,Female,Other,14,65-69,2.860048137,6
23,500,2300500,Male,Other,16,65-69,2.031756168,6
23,400,2300400,Male,Other,8,85+,43.21637368,17
23,400,2300400,Female,Other,8,80-84,26.05660519,19
23,100,2300100,Male,Other,14,70-74,4.43061433,5
23,400,2300400,Female,Other,12,65-69,3.564379297,15
23,500,2300500,Male,Other,18,70-74,2.857667742,7
23,500,2300500,Female,Other,18,70-74,3.219649661,7
23,800,2300800,Male,Other,16,65-69,2.031756168,19
23,300,2300300,Male,Other,12,75-79,9.154741059,3
23,800,2300800,Male,Hispanic,16,75-79,9.959408912,12
23,900,2300900,Female,Other,24,75-79,2.82925258,26
23,900,2300900,Female,Other,19,70-74,2.883558081,26
23,600,2300600,Male,Other,14,70-74,4.43061433,29
23,600,2300600,Female,Other,14,70-74,4.981624362,21
23,100,2300100,Female,Other,14,70-74,4.981624362,11
23,100,2300100,Male,Other,12,75-79,9.154741059,10
23,600,2300600,Female,Other,14,80-84,15.11879158,28
23,500,2300500,Female,Other,14,85+,30.31559491,6
23,500,2300500,Male,Other,16,75-79,6.010117428,8
23,100,2300100,Male,Other,16,75-79,6.010117428,4
23,100,2300100,Female,Other,14,70-74,4.981624362,5
23,500,2300500,Female,Other,16,65-69,2.291587488,4
23,100,2300100,Female,Other,14,65-69,2.860048137,18
23,500,2300500,Female,Other,14,65-69,2.860048137,5
23,100,2300100,Female,Other,16,65-69,2.291587488,2
23,100,2300100,Male,Other,14,65-69,2.537435845,3
23,100,2300100,Female,Other,12,85+,35.32267164,3
23,300,2300300,Female,Other,14,65-69,2.860048137,5
23,800,2300800,Female,Other,12,75-79,10.23037239,14
23,100,2300100,Male,Other,12,75-79,9.154741059,8
23,300,2300300,Male,Other,9,85+,40.45016368,6
23,300,2300300,Female,Other,12,85+,35.32267164,5
23,1000,2301000,Female,Other,18,75-79,5.446609089,14
23,100,2300100,Male,Other,16,70-74,3.561434185,18
23,100,2300100,Female,Other,14,65-69,2.860048137,16
23,1000,2301000,Female,Other,16,70-74,4.008883577,33
23,1000,2301000,Male,Other,14,85+,27.78173331,26
23,300,2300300,Female,Other,14,75-79,8.322500058,5
23,800,2300800,Male,Other,12,65-69,3.164907227,25
23,100,2300100,Male,Other,12,65-69,3.164907227,5
23,100,2300100,Male,Other,16,80-84,11.14769391,3
23,100,2300100,Male,Other,12,75-79,9.154741059,43
23,500,2300500,Female,Other,14,70-74,4.981624362,8
23,500,2300500,Male,Other,16,80-84,11.14769391,6
23,500,2300500,Male,Other,12,75-79,9.154741059,2
23,300,2300300,Female,Other,14,70-74,4.981624362,16
23,600,2300600,Female,Other,14,65-69,2.860048137,13
23,400,2300400,Female,Other,12,65-69,3.564379297,7
23,100,2300100,Female,Other,12,65-69,3.564379297,4
23,100,2300100,Male,Other,12,70-74,5.499823433,3
23,500,2300500,Male,Other,14,65-69,2.537435845,10
23,500,2300500,Male,Other,12,80-84,16.50827556,21
23,500,2300500,Female,Other,12,85+,35.32267164,16
23,400,2300400,Male,Other,12,75-79,9.154741059,10
23,400,2300400,Female,Other,14,70-74,4.981624362,10
23,700,2300700,Female,Other,14,65-69,2.860048137,10
23,700,2300700,Male,Other,12,70-74,5.499823433,13
23,500,2300500,Female,Other,14,65-69,2.860048137,10
23,500,2300500,Male,Other,14,65-69,2.537435845,10
23,900,2300900,Male,Other,16,70-74,3.561434185,23
23,900,2300900,Female,Other,18,70-74,3.219649661,21
23,500,2300500,Female,Other,12,65-69,3.564379297,23
23,300,2300300,Female,Other,19,75-79,4.889795825,52
23,600,2300600,Female,Other,12,85+,35.32267164,11
23,400,2300400,Female,Other,16,85+,25.73585981,13
23,400,2300400,Female,Other,14,75-79,8.322500058,29
23,600,2300600,Female,Other,14,70-74,4.981624362,9
23,500,2300500,Female,Hispanic,14,65-69,4.846132451,8
23,400,2300400,Male,Other,14,70-74,4.43061433,30
23,100,2300100,Male,Other,14,75-79,7.430859588,6
23,100,2300100,Female,Other,16,70-74,4.008883577,7
